payment_id,ride_id,amount,payment_mode,payment_status,transaction_id,timestamp,wallet_used,cashback_applied
PAY0022917,RID0025673,30.06,Debit Card,Failed,TXN527795663523,2025-05-10 18:27:07,0,
PAY0022918,RID0025674,141.74,Debit Card,Success,TXN134309688620,2024-10-29 10:40:23,0,
PAY0022919,RID0025675,55.98,Cash,Success,,2026-05-07 04:43:19,0,
PAY0022920,RID0025676,54.22,Credit Card,Success,TXN365732129027,2024-07-20 23:45:50,0,
PAY0022921,RID0025681,58.61,Wallet,Failed,TXN455780494303,2024-03-17 09:31:35,1,
PAY0022922,RID0025682,84.98,UPI,Success,TXN899403991164,2024-05-21 22:35:05,0,
PAY0022923,RID0025683,72.72,Wallet,Success,TXN926868008743,2025-05-04 22:08:36,1,
PAY0022924,RID0025685,127.74,Debit Card,Success,TXN339261222589,2024-06-22 02:08:21,0,
PAY0022925,RID0025686,71.84,Cash,Success,,2025-01-24 22:00:41,0,
PAY0022926,RID0025687,87.48,Cash,Success,,2025-02-24 04:43:08,0,
PAY0022927,RID0025689,93.6,Credit Card,Failed,TXN802451678158,2024-07-06 03:58:03,0,
PAY0022928,RID0025690,43.49,UPI,Refunded,TXN581156788099,2024-09-13 18:09:40,0,
PAY0022929,RID0025691,132.6,Wallet,Success,TXN206892049668,2024-09-22 09:31:47,1,
PAY0022930,RID0025693,70.13,UPI,Failed,TXN313650541788,2024-05-15 20:23:36,0,
PAY0022931,RID0025694,117.0,UPI,Refunded,TXN728862605323,2026-03-02 14:47:32,0,
PAY0022932,RID0025696,39.24,Credit Card,Success,TXN956254604400,2024-01-01 14:12:01,0,
PAY0022933,RID0025697,115.56,Debit Card,Failed,TXN853563326991,2024-11-06 22:58:36,0,
PAY0022934,RID0025698,75.26,UPI,Refunded,TXN254626815182,2025-10-12 14:32:26,0,
PAY0022935,RID0025699,14.16,Wallet,Success,TXN984529068517,2025-04-16 11:06:49,1,
PAY0022936,RID0025700,99.24,Cash,Success,,2025-05-10 02:39:12,0,
PAY0022937,RID0025701,89.96,Credit Card,Success,TXN127534475713,2025-09-29 07:43:54,0,
PAY0022938,RID0025702,65.1,UPI,Success,TXN984351249779,2025-07-20 12:14:20,0,
PAY0022939,RID0025703,119.88,Debit Card,Success,TXN151063252337,2026-04-23 10:39:58,0,
PAY0022940,RID0025704,60.03,Wallet,Success,TXN376183574272,2024-08-10 09:07:34,1,5.25
PAY0022941,RID0025705,154.44,Cash,Success,,2025-09-06 22:33:12,0,
PAY0022942,RID0025706,96.96,Cash,Refunded,,2025-04-13 10:14:24,0,
PAY0022943,RID0025707,248.4,Wallet,Success,TXN673018177218,2025-12-26 09:33:31,1,
PAY0022944,RID0025708,78.84,Credit Card,Success,TXN254034893754,2025-10-03 20:26:52,0,
PAY0022945,RID0025709,62.82,Cash,Success,,2025-09-11 16:20:16,0,
PAY0022946,RID0025710,252.3,UPI,Success,TXN984756955896,2024-05-28 08:39:00,0,
PAY0022947,RID0025711,77.8,Credit Card,Success,TXN451560419614,2025-08-16 05:08:30,0,
PAY0022948,RID0025712,88.04,Wallet,Failed,TXN222425637021,2026-02-23 14:41:23,1,
PAY0022949,RID0025713,52.22,Cash,Refunded,,2025-03-02 11:12:30,0,
PAY0022950,RID0025714,53.04,UPI,Failed,TXN116173734032,2025-07-03 06:04:10,0,
PAY0022951,RID0025715,42.36,Debit Card,Failed,TXN535618314447,2024-10-05 07:00:58,0,
PAY0022952,RID0025716,9.41,Wallet,Failed,TXN894624012308,2024-07-22 07:43:52,1,
PAY0022953,RID0025717,61.74,Debit Card,Refunded,TXN885502130156,2024-08-25 12:10:05,0,
PAY0022954,RID0025718,116.35,UPI,Success,TXN123261259604,2025-02-24 01:36:20,0,
PAY0022955,RID0025719,65.7,Cash,Failed,,2026-01-19 02:31:36,0,
PAY0022956,RID0025720,52.13,UPI,Success,TXN660752997438,2025-04-12 23:57:14,0,
PAY0022957,RID0025721,71.14,Cash,Success,,2024-05-16 19:48:31,0,
PAY0022958,RID0025722,36.18,Cash,Success,,2024-08-03 15:54:10,0,
PAY0022959,RID0025723,68.96,Cash,Success,,2025-09-13 07:49:18,0,
PAY0022960,RID0025725,42.36,UPI,Success,TXN259605049758,2024-01-17 23:25:14,0,1.45
PAY0022961,RID0025726,58.97,UPI,Refunded,TXN914000188040,2026-03-18 10:35:40,0,
PAY0022962,RID0025727,27.2,UPI,Success,TXN971580867647,2025-07-24 10:12:30,0,
PAY0022963,RID0025729,98.46,UPI,Refunded,TXN473895539251,2025-07-21 00:52:46,0,
PAY0022964,RID0025730,182.16,Cash,Success,,2025-03-28 04:10:14,0,
PAY0022965,RID0025731,35.75,Credit Card,Success,TXN718376754503,2026-07-11 05:43:55,0,
PAY0022966,RID0025732,30.26,Debit Card,Refunded,TXN449267200483,2026-04-05 08:00:32,0,
PAY0022967,RID0025733,90.6,UPI,Failed,TXN137484243339,2024-03-17 14:58:54,0,
PAY0022968,RID0025734,100.46,Credit Card,Success,TXN123261319537,2025-12-22 00:28:42,0,
PAY0022969,RID0025735,101.88,Cash,Success,,2024-06-04 19:29:13,0,
PAY0022970,RID0025736,149.22,Debit Card,Success,TXN968196877411,2026-06-14 21:28:50,0,
PAY0022971,RID0025737,79.32,Cash,Success,,2024-04-23 12:18:54,0,
PAY0022972,RID0025738,66.96,UPI,Success,TXN666650034296,2024-10-05 11:19:40,0,
PAY0022973,RID0025739,57.81,Cash,Success,,2024-05-20 03:38:12,0,
PAY0022974,RID0025741,39.6,Wallet,Success,TXN484337955037,2024-05-13 11:24:12,1,
PAY0022975,RID0025742,125.98,UPI,Success,TXN523552389305,2026-01-13 17:59:28,0,
PAY0022976,RID0025743,154.62,Credit Card,Failed,TXN466177533443,2025-07-23 07:38:44,0,
PAY0022977,RID0025744,21.36,UPI,Success,TXN845426472565,2024-07-06 13:49:19,0,0.7
PAY0022978,RID0025745,54.99,Cash,Success,,2026-05-11 08:22:30,0,
PAY0022979,RID0025746,394.4,Cash,Success,,2025-01-30 19:24:22,0,
PAY0022980,RID0025747,156.12,Debit Card,Refunded,TXN581218971622,2024-06-29 10:37:42,0,
PAY0022981,RID0025748,102.24,UPI,Success,TXN199836973664,2026-06-14 02:46:25,0,
PAY0022982,RID0025750,57.3,Cash,Success,,2026-01-10 06:14:49,0,
PAY0022983,RID0025751,91.2,Debit Card,Success,TXN540429686511,2024-09-21 13:41:16,0,8.86
PAY0022984,RID0025753,112.46,Wallet,Success,TXN173604512990,2025-06-13 17:49:09,1,
PAY0022985,RID0025754,61.31,Debit Card,Success,TXN159401915107,2025-05-28 10:32:59,0,
PAY0022986,RID0025755,116.64,Cash,Failed,,2024-03-07 20:24:01,0,
PAY0022987,RID0025756,24.29,UPI,Failed,TXN430666224254,2026-01-08 09:41:04,0,
PAY0022988,RID0025757,68.6,Wallet,Refunded,TXN929654618142,2024-07-29 17:24:04,1,
PAY0022989,RID0025758,132.6,Wallet,Failed,TXN221604137353,2024-12-21 03:37:32,1,
PAY0022990,RID0025759,40.2,UPI,Success,TXN355887323897,2024-12-04 00:25:53,0,
PAY0022991,RID0025760,136.84,Debit Card,Refunded,TXN334194918170,2024-12-02 23:14:16,0,
PAY0022992,RID0025761,43.44,UPI,Success,TXN992807773486,2025-07-14 22:10:27,0,
PAY0022993,RID0025762,55.08,Cash,Refunded,,2024-03-21 17:41:12,0,
PAY0022994,RID0025763,23.76,Credit Card,Refunded,TXN474491681880,2025-05-12 07:18:05,0,
PAY0022995,RID0025765,60.64,Wallet,Success,TXN299056226184,2026-06-18 16:23:05,1,
PAY0022996,RID0025766,93.4,Wallet,Success,TXN213464687747,2024-06-07 10:49:50,1,2.13
PAY0022997,RID0025768,85.14,Credit Card,Success,TXN740609561356,2026-05-03 21:09:29,0,
PAY0022998,RID0025769,36.36,Wallet,Success,TXN223710163972,2025-11-08 21:08:16,1,
PAY0022999,RID0025770,86.52,UPI,Success,TXN470160722753,2025-06-12 09:14:22,0,3.33
PAY0023000,RID0025771,147.6,Debit Card,Success,TXN126195021292,2025-06-13 03:00:42,0,8.45
PAY0023001,RID0025772,101.34,UPI,Success,TXN797276911386,2025-07-26 10:27:53,0,
PAY0023002,RID0025773,2.23,Debit Card,Success,TXN855817807324,2024-11-22 06:55:17,0,0.13
PAY0023003,RID0025774,80.76,Debit Card,Success,TXN104312510944,2025-03-25 17:30:51,0,
PAY0023004,RID0025775,129.17,UPI,Failed,TXN639911766656,2024-12-15 23:14:47,0,
PAY0023005,RID0025776,39.6,Debit Card,Success,TXN607030225427,2026-01-28 19:13:35,0,
PAY0023006,RID0025777,51.32,Credit Card,Success,TXN379093815608,2026-02-14 12:18:31,0,
PAY0023007,RID0025778,9.0,UPI,Success,TXN430970528800,2025-11-07 07:31:08,0,
PAY0023008,RID0025779,169.96,Cash,Failed,,2025-06-15 17:58:49,0,
PAY0023009,RID0025780,153.14,Wallet,Success,TXN761636176931,2024-05-21 01:12:52,1,
PAY0023010,RID0025781,124.08,UPI,Failed,TXN428469913567,2024-07-27 01:55:18,0,
PAY0023011,RID0025782,34.32,UPI,Success,TXN432397785088,2024-10-28 17:34:04,0,
PAY0023012,RID0025783,59.51,Credit Card,Success,TXN482013602804,2025-08-09 14:52:16,0,
PAY0023013,RID0025785,230.94,Wallet,Success,TXN936856377694,2024-06-08 00:56:29,1,
PAY0023014,RID0025786,87.41,Wallet,Success,TXN876789264306,2024-11-12 11:44:33,1,7.5
PAY0023015,RID0025787,23.82,Wallet,Success,TXN612148403161,2026-05-17 07:16:05,1,
PAY0023016,RID0025788,206.6,Credit Card,Refunded,TXN321285775542,2025-12-24 04:53:58,0,
PAY0023017,RID0025789,134.28,Credit Card,Success,TXN957360938536,2025-05-16 18:50:38,0,
PAY0023018,RID0025790,25.68,Cash,Failed,,2025-09-03 03:55:54,0,
PAY0023019,RID0025791,74.04,UPI,Success,TXN853496362695,2025-07-05 10:35:17,0,
PAY0023020,RID0025793,87.96,UPI,Success,TXN461275333162,2026-04-22 05:15:34,0,
PAY0023021,RID0025794,145.8,Wallet,Success,TXN766068846357,2025-05-30 07:13:32,1,
PAY0023022,RID0025795,42.3,UPI,Success,TXN420996461087,2025-03-16 03:25:35,0,
PAY0023023,RID0025797,151.63,Cash,Refunded,,2025-07-08 23:24:16,0,
PAY0023024,RID0025798,93.87,UPI,Success,TXN748249061941,2024-08-06 13:31:15,0,2.54
PAY0023025,RID0025799,189.78,Credit Card,Failed,TXN507670276964,2024-05-18 01:36:37,0,
PAY0023026,RID0025801,118.28,Wallet,Success,TXN222753264563,2024-03-18 04:26:20,1,
PAY0023027,RID0025802,96.0,UPI,Success,TXN722905101622,2025-04-20 18:15:04,0,
PAY0023028,RID0025803,78.72,Cash,Success,,2025-08-28 07:33:46,0,
PAY0023029,RID0025805,39.6,UPI,Success,TXN563009414799,2025-01-26 05:41:56,0,
PAY0023030,RID0025806,83.28,Wallet,Success,TXN631620958705,2024-12-26 18:09:33,1,
PAY0023031,RID0025807,31.98,Cash,Refunded,,2026-07-05 16:37:55,0,
PAY0023032,RID0025808,106.44,Cash,Success,,2025-01-16 12:05:38,0,
PAY0023033,RID0025809,74.81,Credit Card,Success,TXN302436474214,2026-07-07 06:46:16,0,
PAY0023034,RID0025810,81.84,Wallet,Success,TXN226282492373,2024-07-10 22:18:21,1,
PAY0023035,RID0025811,62.94,UPI,Refunded,TXN793501963333,2026-05-15 23:14:46,0,
PAY0023036,RID0025812,171.36,Credit Card,Failed,TXN314695411533,2024-03-09 00:16:55,0,
PAY0023037,RID0025813,66.78,Credit Card,Success,TXN222584677289,2025-09-02 11:08:03,0,
PAY0023038,RID0025814,135.56,Debit Card,Failed,TXN618122687451,2024-02-11 09:07:20,0,
PAY0023039,RID0025815,107.1,Debit Card,Success,TXN334961733003,2024-08-30 14:53:16,0,
PAY0023040,RID0025816,0.39,Credit Card,Success,TXN911906676764,2024-05-31 13:27:11,0,0.02
PAY0023041,RID0025817,39.6,Wallet,Success,TXN885256833890,2025-07-04 19:23:07,1,
PAY0023042,RID0025818,79.56,UPI,Success,TXN526842971572,2026-03-12 02:26:14,0,
PAY0023043,RID0025819,33.18,Debit Card,Refunded,TXN838586810517,2024-10-05 14:42:53,0,
PAY0023044,RID0025820,48.08,UPI,Refunded,TXN226026816934,2025-01-29 05:36:45,0,
PAY0023045,RID0025821,84.48,UPI,Refunded,TXN369380398602,2024-07-19 16:17:45,0,
PAY0023046,RID0025823,48.96,UPI,Refunded,TXN732740195483,2026-03-15 18:13:02,0,
PAY0023047,RID0025824,37.08,Cash,Success,,2025-08-01 05:22:40,0,
PAY0023048,RID0025825,36.66,UPI,Success,TXN571653099022,2024-08-26 01:16:58,0,
PAY0023049,RID0025826,84.96,Wallet,Refunded,TXN403888905670,2024-03-04 17:58:04,1,
PAY0023050,RID0025827,147.31,UPI,Success,TXN387849522908,2024-03-19 10:14:07,0,
PAY0023051,RID0025828,63.36,Credit Card,Failed,TXN255224968404,2025-05-10 16:26:30,0,
PAY0023052,RID0025829,106.31,Wallet,Success,TXN648682356433,2024-12-08 08:53:52,1,
PAY0023053,RID0025830,109.19,Credit Card,Success,TXN880671809696,2025-07-10 07:55:34,0,10.72
PAY0023054,RID0025831,28.38,Wallet,Success,TXN858896131132,2024-09-12 07:30:26,1,
PAY0023055,RID0025832,37.5,Debit Card,Success,TXN914834474435,2025-05-02 03:53:06,0,
PAY0023056,RID0025833,29.4,Debit Card,Success,TXN861259236104,2025-12-29 14:15:07,0,
PAY0023057,RID0025834,98.64,UPI,Success,TXN667190091339,2024-11-03 07:13:27,0,
PAY0023058,RID0025835,161.14,UPI,Refunded,TXN985654690681,2025-05-15 12:46:58,0,
PAY0023059,RID0025836,126.43,Credit Card,Success,TXN158273270922,2025-06-24 08:26:38,0,
PAY0023060,RID0025837,124.84,UPI,Success,TXN748380266635,2025-08-17 00:07:19,0,
PAY0023061,RID0025838,32.82,Credit Card,Success,TXN153471178055,2024-06-27 22:21:45,0,
PAY0023062,RID0025839,49.5,Debit Card,Success,TXN265473531282,2025-12-17 11:04:42,0,2.49
PAY0023063,RID0025840,288.9,Wallet,Success,TXN934700286757,2025-11-07 14:29:47,1,
PAY0023064,RID0025842,139.68,UPI,Refunded,TXN228151146365,2025-08-22 13:59:18,0,
PAY0023065,RID0025843,103.08,UPI,Success,TXN546050784420,2024-08-17 12:46:31,0,
PAY0023066,RID0025844,26.04,Wallet,Success,TXN166519508594,2026-07-04 16:31:48,1,
PAY0023067,RID0025845,121.44,Credit Card,Success,TXN126432214586,2025-01-05 23:40:44,0,
PAY0023068,RID0025846,40.2,Wallet,Success,TXN957837111719,2024-09-18 06:43:57,1,
PAY0023069,RID0025847,91.98,Credit Card,Success,TXN688407007708,2025-02-08 12:45:39,0,
PAY0023070,RID0025848,151.56,Debit Card,Success,TXN426550836523,2024-03-04 09:06:31,0,
PAY0023071,RID0025849,195.24,Credit Card,Success,TXN676043145875,2026-04-11 14:12:39,0,
PAY0023072,RID0025850,37.98,Credit Card,Failed,TXN590781596641,2024-08-05 23:24:20,0,
PAY0023073,RID0025851,71.04,Wallet,Success,TXN922233387585,2026-05-15 08:26:26,1,
PAY0023074,RID0025852,141.96,UPI,Success,TXN389053953012,2024-10-17 19:08:04,0,
PAY0023075,RID0025853,64.14,Cash,Refunded,,2024-05-04 07:33:18,0,
PAY0023076,RID0025854,472.39,Wallet,Success,TXN356818622375,2026-02-01 08:01:44,1,
PAY0023077,RID0025855,76.9,Credit Card,Success,TXN109197727439,2025-09-04 23:21:28,0,7.05
PAY0023078,RID0025857,113.24,Cash,Success,,2025-02-12 16:58:10,0,
PAY0023079,RID0025858,30.06,UPI,Success,TXN247967424071,2025-02-26 01:18:55,0,2.87
PAY0023080,RID0025859,323.58,Credit Card,Success,TXN357424987194,2024-10-04 08:53:09,0,
PAY0023081,RID0025860,70.22,UPI,Success,TXN578002231658,2024-02-28 10:35:53,0,
PAY0023082,RID0025861,29.72,Debit Card,Refunded,TXN597120559803,2024-02-24 17:51:52,0,
PAY0023083,RID0025862,70.92,Cash,Success,,2024-12-01 04:04:38,0,
PAY0023084,RID0025863,62.58,Wallet,Success,TXN109651719971,2024-02-17 06:26:33,1,
PAY0023085,RID0025864,90.0,Credit Card,Success,TXN467973970941,2024-03-31 11:04:24,0,
PAY0023086,RID0025865,53.16,Debit Card,Refunded,TXN819007186153,2024-01-21 17:19:00,0,
PAY0023087,RID0025866,47.81,UPI,Success,TXN377160609402,2025-01-16 17:52:39,0,
PAY0023088,RID0025867,53.16,Wallet,Success,TXN472804743414,2024-12-29 15:43:16,1,2.84
PAY0023089,RID0025869,72.68,Wallet,Success,TXN266082151666,2025-01-26 05:03:51,1,
PAY0023090,RID0025870,134.52,Cash,Success,,2024-01-29 06:02:39,0,
PAY0023091,RID0025871,107.12,Cash,Success,,2025-03-07 05:41:21,0,
PAY0023092,RID0025872,53.57,Debit Card,Refunded,TXN723432760681,2025-11-20 02:45:16,0,
PAY0023093,RID0025873,53.16,UPI,Success,TXN440095317168,2026-02-12 21:08:01,0,2.79
PAY0023094,RID0025874,79.2,UPI,Success,TXN232848367842,2025-10-28 21:15:59,0,
PAY0023095,RID0025875,85.2,Debit Card,Success,TXN397825555615,2025-02-20 13:56:11,0,7.23
PAY0023096,RID0025876,64.46,Wallet,Success,TXN319747693144,2024-06-05 09:38:51,1,
PAY0023097,RID0025877,69.95,Cash,Success,,2024-01-26 12:46:31,0,
PAY0023098,RID0025878,57.8,Cash,Success,,2024-01-24 09:05:01,0,
PAY0023099,RID0025879,345.3,Credit Card,Success,TXN972456377195,2024-11-30 23:23:09,0,
PAY0023100,RID0025880,140.2,UPI,Success,TXN943383640840,2024-05-16 06:31:08,0,
PAY0023101,RID0025881,54.02,Credit Card,Success,TXN171867874523,2024-04-06 17:42:00,0,
PAY0023102,RID0025882,50.62,Wallet,Success,TXN387400386230,2026-05-29 09:14:31,1,
PAY0023103,RID0025883,64.15,Wallet,Success,TXN508835199573,2025-03-05 10:45:21,1,
PAY0023104,RID0025884,60.51,Cash,Failed,,2025-03-21 05:17:12,0,
PAY0023105,RID0025885,106.85,Credit Card,Refunded,TXN214108954519,2025-09-01 18:17:18,0,
PAY0023106,RID0025886,75.84,UPI,Success,TXN181792128194,2025-12-22 19:53:37,0,6.44
PAY0023107,RID0025888,108.86,UPI,Success,TXN715922693608,2024-08-26 04:37:49,0,
PAY0023108,RID0025889,65.4,Debit Card,Success,TXN982739121043,2024-02-21 16:55:59,0,
PAY0023109,RID0025891,44.52,Credit Card,Refunded,TXN623292771832,2025-07-09 14:27:58,0,
PAY0023110,RID0025892,191.81,Wallet,Success,TXN345652969092,2025-08-18 16:48:02,1,
PAY0023111,RID0025893,150.34,Cash,Success,,2026-05-05 09:11:59,0,
PAY0023112,RID0025894,69.72,UPI,Success,TXN786851823926,2024-03-12 08:01:52,0,6.0
PAY0023113,RID0025895,54.6,Credit Card,Refunded,TXN555180537284,2026-02-12 12:55:53,0,
PAY0023114,RID0025896,49.97,Credit Card,Success,TXN252219758502,2025-01-10 02:44:40,0,
PAY0023115,RID0025897,73.08,UPI,Failed,TXN372812895482,2025-06-15 22:44:16,0,
PAY0023116,RID0025898,83.4,Wallet,Refunded,TXN656532439845,2024-11-28 04:49:09,1,
PAY0023117,RID0025899,73.08,Wallet,Success,TXN208228322731,2024-08-06 09:01:22,1,
PAY0023118,RID0025900,43.76,UPI,Refunded,TXN281210939965,2024-06-09 15:41:55,0,
PAY0023119,RID0025901,70.06,Wallet,Refunded,TXN922515423289,2024-07-09 16:07:23,1,
PAY0023120,RID0025903,59.47,Debit Card,Success,TXN783415146995,2025-03-26 14:25:29,0,
PAY0023121,RID0025904,125.82,Wallet,Success,TXN443426259371,2025-02-09 05:17:54,1,
PAY0023122,RID0025905,37.53,Cash,Failed,,2024-02-27 11:20:20,0,
PAY0023123,RID0025907,255.24,Wallet,Success,TXN234411815307,2025-08-08 10:11:39,1,
PAY0023124,RID0025908,43.09,Credit Card,Success,TXN291491628780,2024-01-02 14:53:15,0,
PAY0023125,RID0025910,83.81,UPI,Success,TXN707610959016,2025-08-29 14:56:12,0,
PAY0023126,RID0025911,31.68,UPI,Success,TXN470933387967,2025-03-12 20:37:21,0,
PAY0023127,RID0025912,34.68,Credit Card,Success,TXN253406425659,2024-10-11 22:34:48,0,
PAY0023128,RID0025913,47.45,Cash,Failed,,2024-09-08 06:01:20,0,
PAY0023129,RID0025914,83.09,Credit Card,Failed,TXN691612889805,2026-03-24 12:23:56,0,
PAY0023130,RID0025915,50.11,UPI,Success,TXN434676800161,2024-12-04 04:09:54,0,
PAY0023131,RID0025916,106.2,Cash,Success,,2025-06-12 14:14:39,0,
PAY0023132,RID0025917,181.96,UPI,Success,TXN948203650835,2025-02-20 06:41:05,0,
PAY0023133,RID0025918,18.35,Credit Card,Failed,TXN275996296573,2024-10-15 19:50:53,0,
PAY0023134,RID0025919,73.01,Cash,Success,,2025-09-26 06:18:50,0,
PAY0023135,RID0025920,442.0,Debit Card,Success,TXN397618422965,2024-12-21 22:29:24,0,19.26
PAY0023136,RID0025921,51.34,Cash,Failed,,2024-08-07 04:19:12,0,
PAY0023137,RID0025922,0.22,Debit Card,Success,TXN170983021678,2025-07-05 11:55:11,0,0.02
PAY0023138,RID0025925,252.6,Cash,Success,,2025-11-21 17:19:38,0,
PAY0023139,RID0025926,47.27,UPI,Refunded,TXN422341583282,2026-04-12 19:52:28,0,
PAY0023140,RID0025927,80.73,Debit Card,Failed,TXN941801741745,2025-09-29 04:06:42,0,
PAY0023141,RID0025928,141.66,Credit Card,Failed,TXN184986564632,2026-06-02 23:17:43,0,
PAY0023142,RID0025930,20.82,Wallet,Refunded,TXN138752071214,2025-02-05 07:48:36,1,
PAY0023143,RID0025931,31.61,Debit Card,Failed,TXN799015577297,2024-12-26 13:00:09,0,
PAY0023144,RID0025932,91.64,Debit Card,Success,TXN513470485312,2026-04-12 22:51:15,0,
PAY0023145,RID0025933,43.2,Credit Card,Refunded,TXN387764364967,2025-03-23 23:43:53,0,
PAY0023146,RID0025934,31.52,Debit Card,Success,TXN251229937411,2024-07-16 08:08:45,0,
PAY0023147,RID0025935,63.92,UPI,Success,TXN671177428516,2024-10-07 02:51:45,0,
PAY0023148,RID0025937,131.33,Credit Card,Success,TXN789396327134,2025-03-27 23:28:31,0,11.95
PAY0023149,RID0025938,109.58,Credit Card,Success,TXN150637423124,2024-09-25 15:08:09,0,7.49
PAY0023150,RID0025939,184.84,UPI,Success,TXN887942947262,2024-06-21 22:35:23,0,
PAY0023151,RID0025940,156.6,Debit Card,Failed,TXN464079486485,2024-02-20 14:59:20,0,
PAY0023152,RID0025941,195.56,Debit Card,Success,TXN874935309485,2024-05-23 01:49:19,0,
PAY0023153,RID0025942,80.16,Wallet,Success,TXN787601648933,2024-09-09 23:12:03,1,
PAY0023154,RID0025943,50.33,Credit Card,Success,TXN745340735077,2024-01-23 19:33:46,0,
PAY0023155,RID0025944,79.25,Wallet,Failed,TXN335528957662,2024-08-23 09:58:40,1,
PAY0023156,RID0025945,78.32,Cash,Success,,2024-11-03 10:13:25,0,
PAY0023157,RID0025947,49.8,Wallet,Success,TXN195624135486,2024-07-19 20:03:13,1,3.95
PAY0023158,RID0025949,57.12,Credit Card,Success,TXN853602998130,2024-05-17 10:26:37,0,
PAY0023159,RID0025950,159.73,Wallet,Success,TXN340980496128,2024-03-20 05:11:11,1,
PAY0023160,RID0025951,51.23,Wallet,Success,TXN928989459118,2025-10-22 08:42:34,1,2.42
PAY0023161,RID0025952,27.2,Debit Card,Refunded,TXN179289242760,2024-12-19 14:54:16,0,
PAY0023162,RID0025953,95.28,Cash,Success,,2025-04-16 13:11:10,0,
PAY0023163,RID0025954,188.14,UPI,Failed,TXN620417382225,2025-03-03 10:40:36,0,
PAY0023164,RID0025955,45.48,Debit Card,Success,TXN727151581863,2024-08-21 20:29:58,0,
PAY0023165,RID0025956,14.46,Credit Card,Failed,TXN942480248810,2026-01-09 15:10:12,0,
PAY0023166,RID0025957,88.08,Wallet,Refunded,TXN169668114024,2026-03-15 03:46:57,1,
PAY0023167,RID0025958,96.0,Credit Card,Success,TXN798314516303,2025-05-25 14:40:10,0,
PAY0023168,RID0025959,72.72,Debit Card,Failed,TXN250167218589,2025-10-16 00:09:56,0,
PAY0023169,RID0025960,119.88,Debit Card,Refunded,TXN495263540590,2026-07-15 01:45:44,0,
PAY0023170,RID0025961,50.83,Debit Card,Refunded,TXN830538099881,2025-10-14 19:26:18,0,
PAY0023171,RID0025962,120.85,Credit Card,Success,TXN995267129684,2024-06-10 17:58:24,0,
PAY0023172,RID0025964,96.36,Credit Card,Success,TXN542960497802,2026-02-04 11:04:39,0,
PAY0023173,RID0025965,39.71,Credit Card,Success,TXN942596145397,2024-03-16 11:26:01,0,
PAY0023174,RID0025967,43.29,Wallet,Success,TXN873289524577,2025-10-19 14:33:07,1,
PAY0023175,RID0025968,11.12,Cash,Success,,2026-06-24 11:41:28,0,
PAY0023176,RID0025969,179.24,Cash,Refunded,,2024-05-06 10:45:55,0,
PAY0023177,RID0025970,166.56,UPI,Success,TXN427650969346,2026-06-05 19:07:37,0,
PAY0023178,RID0025974,160.78,Credit Card,Success,TXN706831161872,2024-03-29 07:31:51,0,12.54
PAY0023179,RID0025975,24.5,UPI,Failed,TXN509319954701,2025-05-16 00:17:34,0,
PAY0023180,RID0025976,63.72,Debit Card,Success,TXN593306780419,2024-10-01 03:40:39,0,
PAY0023181,RID0025977,101.88,Cash,Success,,2024-06-30 03:36:15,0,
PAY0023182,RID0025978,92.59,Cash,Success,,2025-07-07 02:24:43,0,
PAY0023183,RID0025979,374.16,Cash,Failed,,2026-05-01 05:17:10,0,
PAY0023184,RID0025980,86.49,Cash,Success,,2024-06-02 19:03:31,0,
PAY0023185,RID0025981,66.78,Credit Card,Success,TXN901300122267,2024-07-03 02:37:16,0,
PAY0023186,RID0025982,99.3,Wallet,Success,TXN857169862024,2025-07-18 19:30:32,1,
PAY0023187,RID0025983,132.6,Cash,Success,,2024-08-09 12:05:51,0,
PAY0023188,RID0025984,128.84,Credit Card,Failed,TXN253705977811,2026-03-11 17:25:01,0,
PAY0023189,RID0025985,78.92,Cash,Success,,2024-09-10 01:34:08,0,
PAY0023190,RID0025986,142.14,Cash,Success,,2025-01-16 03:35:41,0,
PAY0023191,RID0025987,48.26,UPI,Success,TXN970094187733,2025-07-17 06:01:28,0,2.33
PAY0023192,RID0025988,128.52,Credit Card,Success,TXN706844066616,2025-04-28 09:44:34,0,
PAY0023193,RID0025989,78.48,Debit Card,Success,TXN311571091673,2024-12-11 00:36:45,0,
PAY0023194,RID0025990,315.0,Wallet,Failed,TXN784720919150,2026-07-13 19:08:53,1,
PAY0023195,RID0025991,226.32,UPI,Success,TXN737399186104,2025-02-21 23:34:38,0,
PAY0023196,RID0025992,80.76,Cash,Success,,2024-12-02 19:09:30,0,
PAY0023197,RID0025993,112.16,Wallet,Success,TXN697818705482,2024-01-26 23:26:44,1,
PAY0023198,RID0025994,35.1,Cash,Refunded,,2025-02-15 18:53:52,0,
PAY0023199,RID0025995,55.21,Cash,Refunded,,2026-03-08 22:27:17,0,
PAY0023200,RID0025996,241.68,Debit Card,Success,TXN715484872219,2025-01-22 01:23:53,0,
PAY0023201,RID0025997,108.6,Cash,Success,,2024-05-22 13:19:15,0,
PAY0023202,RID0025998,124.04,Cash,Failed,,2025-12-30 01:36:55,0,
PAY0023203,RID0026000,44.78,Wallet,Failed,TXN420392264412,2026-02-15 21:28:02,1,
PAY0023204,RID0026001,127.87,Debit Card,Success,TXN351919074472,2024-03-22 00:29:14,0,
PAY0023205,RID0026002,11.81,Cash,Failed,,2025-10-08 16:59:36,0,
