feedback_id,ride_id,user_rating,driver_rating,user_comment,driver_comment,feedback_tags
FB0015159,RID0022867,5.0,4.6,,,safe driving
FB0015160,RID0022869,3.2,4.4,Very safe driving,,
FB0015161,RID0022870,4.7,,A bit late but fine,,
FB0015162,RID0022873,4.6,4.0,,,
FB0015163,RID0022874,5.0,4.5,Very safe driving,,professional
FB0015164,RID0022875,4.2,4.9,Driver took a longer route,Asked to change route,
FB0015165,RID0022876,4.7,,,,
FB0015166,RID0022877,4.9,4.6,Driver was polite,,safe driving
FB0015167,RID0022878,4.3,5.0,Driver was polite,,
FB0015168,RID0022879,5.0,5.0,,,long route taken
FB0015169,RID0022880,3.8,4.5,Driver was polite,,
FB0015170,RID0022881,3.4,4.9,,,
FB0015171,RID0022882,4.1,4.9,,Good communication,
FB0015172,RID0022883,4.6,4.1,Driver was polite,Cooperative rider,
FB0015173,RID0022884,5.0,4.3,,Polite passenger,safe driving
FB0015174,RID0022885,4.3,,"Great ride, very smooth",,
FB0015175,RID0022887,4.6,4.1,,Asked to change route,
FB0015176,RID0022888,4.7,4.0,Music was too loud,,
FB0015177,RID0022889,5.0,4.2,Good experience overall,,clean vehicle
FB0015178,RID0022891,4.4,4.6,,Good communication,
FB0015179,RID0022895,4.4,4.3,Very safe driving,,
FB0015180,RID0022896,3.9,,,,
FB0015181,RID0022897,4.6,4.4,,On time at pickup,
FB0015182,RID0022898,4.1,,,,
FB0015183,RID0022900,5.0,4.6,,,safe driving
FB0015184,RID0022901,4.9,4.5,Driver was polite,,polite behavior
FB0015185,RID0022905,4.8,4.2,Very safe driving,Polite passenger,safe driving
FB0015186,RID0022907,4.1,4.5,,Cooperative rider,
FB0015187,RID0022913,4.4,,Excellent service,,
FB0015188,RID0022916,4.1,4.9,,,
FB0015189,RID0022917,5.0,,Excellent service,,safe driving
FB0015190,RID0022918,4.0,,Very safe driving,,
FB0015191,RID0022919,3.8,4.7,Driver was polite,,
FB0015192,RID0022920,4.7,,,Cooperative rider,
FB0015193,RID0022922,5.0,4.3,,,rude behavior
FB0015194,RID0022925,3.2,,,No issues,
FB0015195,RID0022926,4.2,3.8,,,
FB0015196,RID0022929,4.3,,Vehicle was clean,Polite passenger,
FB0015197,RID0022933,4.0,3.8,,Polite passenger,
FB0015198,RID0022934,5.0,4.4,Music was too loud,,rude behavior
FB0015199,RID0022936,4.1,4.5,,Cooperative rider,
FB0015200,RID0022938,3.2,,Good experience overall,,
FB0015201,RID0022939,4.6,5.0,Very safe driving,Good communication,
FB0015202,RID0022941,3.9,,,,
FB0015203,RID0022942,4.4,4.6,Music was too loud,,
FB0015204,RID0022945,4.1,4.2,Vehicle was clean,Asked to change route,
FB0015205,RID0022946,3.4,4.3,,,
FB0015206,RID0022947,3.7,3.9,,,
FB0015207,RID0022948,5.0,3.7,,No issues,professional
FB0015208,RID0022950,3.8,5.0,,No issues,
FB0015209,RID0022954,3.6,5.0,"Great ride, very smooth",,
FB0015210,RID0022955,4.6,,,,
FB0015211,RID0022956,4.4,,A bit late but fine,,
FB0015212,RID0022960,4.2,4.8,"Great ride, very smooth",,
FB0015213,RID0022963,5.0,,,,clean vehicle
FB0015214,RID0022964,4.2,,Driver took a longer route,Polite passenger,
FB0015215,RID0022968,3.8,5.0,,,
FB0015216,RID0022969,4.9,3.8,Music was too loud,,safe driving
FB0015217,RID0022971,4.6,4.1,Driver took a longer route,,
FB0015218,RID0022975,3.7,,,On time at pickup,
FB0015219,RID0022977,4.4,4.2,Vehicle was clean,,
FB0015220,RID0022978,4.0,4.0,,,
FB0015221,RID0022979,4.7,3.9,Music was too loud,No issues,
FB0015222,RID0022981,5.0,3.9,"Great ride, very smooth",,late pickup
FB0015223,RID0022983,4.0,4.9,,,
FB0015224,RID0022985,3.8,5.0,,Cooperative rider,
FB0015225,RID0022987,4.1,4.1,,,
FB0015226,RID0022989,5.0,4.0,,,clean vehicle
FB0015227,RID0022990,3.4,4.8,Driver was polite,,
FB0015228,RID0022991,3.6,5.0,,On time at pickup,
FB0015229,RID0022992,5.0,4.6,Good experience overall,,clean vehicle
FB0015230,RID0022993,3.8,3.8,,,
FB0015231,RID0022994,4.7,4.8,,,
FB0015232,RID0022996,4.4,3.8,A bit late but fine,,
FB0015233,RID0023000,3.8,5.0,,,
FB0015234,RID0023002,3.3,4.7,"Great ride, very smooth",,
FB0015235,RID0023003,4.1,4.7,"Great ride, very smooth",,
FB0015236,RID0023006,3.9,4.6,,Polite passenger,
FB0015237,RID0023007,5.0,4.7,,Good communication,clean vehicle
FB0015238,RID0023008,3.5,3.6,,No issues,
FB0015239,RID0023010,4.9,4.4,,Asked to change route,good music
FB0015240,RID0023011,4.5,4.5,Music was too loud,,
FB0015241,RID0023012,3.7,4.1,,,
FB0015242,RID0023013,4.8,5.0,,,professional
FB0015243,RID0023014,4.5,,Driver was polite,Cooperative rider,
FB0015244,RID0023015,4.1,3.8,Driver was polite,Polite passenger,
FB0015245,RID0023017,5.0,4.2,,,late pickup
FB0015246,RID0023019,4.1,4.5,Driver was polite,,
FB0015247,RID0023021,4.2,5.0,,Polite passenger,
FB0015248,RID0023024,5.0,4.3,Very safe driving,,long route taken
FB0015249,RID0023025,4.7,4.3,Good experience overall,,
FB0015250,RID0023026,3.3,4.4,Good experience overall,,
FB0015251,RID0023030,4.5,4.5,,,
FB0015252,RID0023031,4.6,,,,
FB0015253,RID0023033,4.9,4.8,,,polite behavior
FB0015254,RID0023035,4.8,4.6,,,polite behavior
FB0015255,RID0023038,4.0,,Good experience overall,No issues,
FB0015256,RID0023040,4.5,5.0,,,
FB0015257,RID0023042,5.0,4.0,,,rude behavior
FB0015258,RID0023044,4.5,4.1,"Great ride, very smooth",,
FB0015259,RID0023046,4.6,4.1,,On time at pickup,
FB0015260,RID0023049,4.1,,Very safe driving,,
FB0015261,RID0023051,4.9,5.0,,,professional
FB0015262,RID0023052,3.5,4.5,Music was too loud,Polite passenger,
FB0015263,RID0023053,4.3,4.3,,,
FB0015264,RID0023054,5.0,4.9,Music was too loud,,polite behavior
FB0015265,RID0023056,5.0,4.4,,,long route taken
FB0015266,RID0023057,4.7,4.9,,,
FB0015267,RID0023058,5.0,4.1,,,rude behavior
FB0015268,RID0023059,3.9,5.0,,,
FB0015269,RID0023060,3.9,4.0,Driver was polite,,
FB0015270,RID0023061,5.0,4.4,,No issues,long route taken
FB0015271,RID0023062,4.2,3.0,,,
FB0015272,RID0023065,5.0,,A bit late but fine,,professional
FB0015273,RID0023066,4.9,,,,professional
FB0015274,RID0023067,3.6,4.0,"Great ride, very smooth",,
FB0015275,RID0023068,4.0,4.1,,,
FB0015276,RID0023071,3.6,4.6,Good experience overall,,
FB0015277,RID0023075,3.9,4.9,Vehicle was clean,,
FB0015278,RID0023080,4.8,4.4,,,safe driving
FB0015279,RID0023081,4.5,4.6,,Polite passenger,
FB0015280,RID0023082,5.0,4.8,Good experience overall,Good communication,late pickup
FB0015281,RID0023083,5.0,4.5,"Great ride, very smooth",,professional
FB0015282,RID0023086,3.7,4.8,,,
FB0015283,RID0023087,3.8,,,,
FB0015284,RID0023088,4.9,4.3,,,good music
FB0015285,RID0023089,4.2,,Driver was polite,No issues,
FB0015286,RID0023090,5.0,4.2,,,polite behavior
FB0015287,RID0023091,5.0,4.7,Vehicle was clean,,late pickup
FB0015288,RID0023092,3.6,,,,
FB0015289,RID0023095,5.0,4.7,,,safe driving
FB0015290,RID0023096,4.2,3.8,,,
FB0015291,RID0023097,4.7,4.2,Very safe driving,,
FB0015292,RID0023100,5.0,3.7,,,polite behavior
FB0015293,RID0023101,4.6,4.5,Driver took a longer route,,
FB0015294,RID0023102,4.6,4.0,Very safe driving,,
FB0015295,RID0023103,4.3,4.4,"Great ride, very smooth",,
FB0015296,RID0023104,3.7,4.8,,No issues,
FB0015297,RID0023107,4.2,,"Great ride, very smooth",,
FB0015298,RID0023108,5.0,4.5,,,rude behavior
FB0015299,RID0023109,4.4,4.3,Music was too loud,No issues,
FB0015300,RID0023110,4.2,4.2,Driver was polite,,
FB0015301,RID0023112,5.0,5.0,,,late pickup
FB0015302,RID0023113,5.0,4.0,,,rude behavior
FB0015303,RID0023114,4.4,4.3,Vehicle was clean,On time at pickup,
FB0015304,RID0023115,4.9,4.4,,,professional
FB0015305,RID0023117,5.0,4.8,Driver was polite,,polite behavior
FB0015306,RID0023118,4.4,3.9,Excellent service,,
FB0015307,RID0023119,5.0,4.3,Music was too loud,,rude behavior
FB0015308,RID0023120,5.0,4.0,,,good music
FB0015309,RID0023121,3.6,4.3,,No issues,
FB0015310,RID0023122,3.8,5.0,Excellent service,,
FB0015311,RID0023123,4.2,3.6,Good experience overall,,
FB0015312,RID0023128,4.1,,,,
FB0015313,RID0023129,3.3,3.8,"Great ride, very smooth",,
FB0015314,RID0023131,4.3,3.9,,On time at pickup,
FB0015315,RID0023132,4.3,3.6,Good experience overall,On time at pickup,
FB0015316,RID0023134,3.0,5.0,,,good music
FB0015317,RID0023135,3.6,5.0,Music was too loud,,
FB0015318,RID0023137,4.6,4.3,Driver took a longer route,,
FB0015319,RID0023140,4.5,5.0,Music was too loud,,
FB0015320,RID0023142,2.1,5.0,Good experience overall,,late pickup
FB0015321,RID0023143,4.0,3.6,A bit late but fine,,
FB0015322,RID0023144,4.5,4.1,,Good communication,
FB0015323,RID0023145,3.6,5.0,"Great ride, very smooth",,
FB0015324,RID0023146,5.0,4.2,Driver took a longer route,,long route taken
FB0015325,RID0023149,4.6,3.7,,,
FB0015326,RID0023150,4.0,4.1,,,
FB0015327,RID0023151,3.5,,Music was too loud,Good communication,
FB0015328,RID0023152,4.7,4.1,Music was too loud,,
FB0015329,RID0023156,4.2,5.0,,,
FB0015330,RID0023157,4.7,5.0,,,
FB0015331,RID0023158,4.9,5.0,,,polite behavior
FB0015332,RID0023159,3.7,,Excellent service,On time at pickup,
FB0015333,RID0023160,4.2,4.7,,,
FB0015334,RID0023161,4.2,4.5,Driver took a longer route,,
FB0015335,RID0023162,4.4,5.0,Good experience overall,,
FB0015336,RID0023164,4.0,4.4,Good experience overall,On time at pickup,
FB0015337,RID0023170,4.7,4.6,Driver took a longer route,,
FB0015338,RID0023171,3.1,4.5,,On time at pickup,
FB0015339,RID0023172,3.6,4.5,,,
FB0015340,RID0023173,5.0,4.7,,Polite passenger,rude behavior
FB0015341,RID0023174,4.5,3.8,,,
FB0015342,RID0023176,4.5,4.1,,Good communication,
FB0015343,RID0023179,3.9,4.5,"Great ride, very smooth",On time at pickup,
FB0015344,RID0023182,3.8,4.3,,Good communication,
FB0015345,RID0023183,4.8,4.0,,Cooperative rider,good music
FB0015346,RID0023184,4.4,5.0,,Good communication,
FB0015347,RID0023185,4.8,4.2,Music was too loud,On time at pickup,polite behavior
FB0015348,RID0023186,4.2,4.3,Music was too loud,No issues,
FB0015349,RID0023187,5.0,3.8,Vehicle was clean,Asked to change route,good music
FB0015350,RID0023189,4.9,4.3,,,late pickup
FB0015351,RID0023190,4.2,4.8,,On time at pickup,
FB0015352,RID0023191,4.3,4.7,,On time at pickup,
FB0015353,RID0023193,4.1,4.2,Very safe driving,,
FB0015354,RID0023194,4.2,4.9,,,
FB0015355,RID0023196,3.9,4.7,Driver was polite,On time at pickup,
FB0015356,RID0023197,4.7,,,Good communication,
FB0015357,RID0023198,5.0,5.0,,,good music
FB0015358,RID0023199,5.0,5.0,,,safe driving
FB0015359,RID0023200,4.3,4.6,,Asked to change route,
FB0015360,RID0023202,4.3,,,,
FB0015361,RID0023203,3.5,,Driver was polite,,
FB0015362,RID0023204,3.3,4.2,,Polite passenger,
FB0015363,RID0023206,4.5,,,,
FB0015364,RID0023207,4.6,5.0,Driver was polite,,
FB0015365,RID0023208,5.0,5.0,,,polite behavior
FB0015366,RID0023209,4.3,4.2,Excellent service,,
FB0015367,RID0023210,4.5,4.6,,,
FB0015368,RID0023212,3.6,4.2,,,
FB0015369,RID0023213,3.8,3.8,Very safe driving,,
FB0015370,RID0023214,4.4,,Driver took a longer route,,
FB0015371,RID0023215,4.8,4.4,Music was too loud,,professional
FB0015372,RID0023218,4.0,,Excellent service,,
FB0015373,RID0023220,4.4,4.2,Vehicle was clean,,
FB0015374,RID0023222,4.5,5.0,A bit late but fine,,
FB0015375,RID0023226,3.8,,Music was too loud,,
FB0015376,RID0023227,4.2,4.8,,,
FB0015377,RID0023228,3.9,4.6,Excellent service,No issues,
FB0015378,RID0023229,3.7,4.3,,On time at pickup,
FB0015379,RID0023232,4.9,3.8,,,long route taken
FB0015380,RID0023234,3.5,3.9,Very safe driving,,
FB0015381,RID0023235,4.5,4.7,Very safe driving,,
FB0015382,RID0023236,5.0,4.6,Excellent service,,safe driving
FB0015383,RID0023237,3.8,3.4,Music was too loud,No issues,
FB0015384,RID0023238,3.8,4.3,Music was too loud,Cooperative rider,
FB0015385,RID0023241,4.0,5.0,Good experience overall,,
FB0015386,RID0023244,4.2,5.0,,Good communication,
FB0015387,RID0023247,4.5,4.6,Good experience overall,Asked to change route,
FB0015388,RID0023248,5.0,,A bit late but fine,,safe driving
FB0015389,RID0023249,4.7,4.4,,,
FB0015390,RID0023250,3.9,4.8,"Great ride, very smooth",Polite passenger,
FB0015391,RID0023253,3.5,,,,
FB0015392,RID0023255,4.7,4.1,"Great ride, very smooth",,
FB0015393,RID0023256,4.0,4.5,,,
FB0015394,RID0023260,5.0,4.1,,,professional
FB0015395,RID0023261,5.0,5.0,,,good music
FB0015396,RID0023262,3.8,3.9,Driver took a longer route,,
FB0015397,RID0023263,5.0,4.5,,,late pickup
FB0015398,RID0023266,3.6,4.3,,,
FB0015399,RID0023269,4.3,4.3,A bit late but fine,,
FB0015400,RID0023270,4.3,5.0,,,
FB0015401,RID0023272,4.6,4.5,,,
FB0015402,RID0023273,5.0,4.0,Driver took a longer route,,safe driving
FB0015403,RID0023274,3.2,4.7,,,
FB0015404,RID0023275,4.2,4.2,,,
FB0015405,RID0023278,4.7,,,Good communication,
FB0015406,RID0023280,3.6,4.5,A bit late but fine,,
FB0015407,RID0023282,4.6,4.5,Vehicle was clean,,
FB0015408,RID0023283,5.0,4.5,,,polite behavior
FB0015409,RID0023284,4.9,,Driver took a longer route,,safe driving
FB0015410,RID0023285,4.4,5.0,,,
FB0015411,RID0023286,5.0,,Driver took a longer route,,professional
FB0015412,RID0023287,4.8,3.7,Vehicle was clean,Polite passenger,clean vehicle
FB0015413,RID0023288,4.6,3.8,A bit late but fine,,
FB0015414,RID0023289,4.6,4.5,,On time at pickup,
FB0015415,RID0023290,4.8,,Music was too loud,,long route taken
FB0015416,RID0023292,4.6,4.8,A bit late but fine,,
FB0015417,RID0023294,4.1,4.5,,,
FB0015418,RID0023296,4.6,,,,
FB0015419,RID0023297,4.0,4.4,,,
FB0015420,RID0023298,4.6,4.2,Vehicle was clean,Good communication,
FB0015421,RID0023299,3.5,4.3,,No issues,
FB0015422,RID0023301,3.6,,,Asked to change route,
FB0015423,RID0023303,3.7,3.7,,,
FB0015424,RID0023305,4.1,,,,
FB0015425,RID0023306,4.2,3.6,Driver took a longer route,,
FB0015426,RID0023308,5.0,4.0,Excellent service,Cooperative rider,polite behavior
FB0015427,RID0023309,3.9,4.5,Driver took a longer route,,
FB0015428,RID0023311,3.6,,"Great ride, very smooth",,
FB0015429,RID0023312,5.0,5.0,,,long route taken
FB0015430,RID0023315,5.0,3.8,,,polite behavior
FB0015431,RID0023316,4.4,4.5,,,
FB0015432,RID0023317,5.0,3.7,,On time at pickup,rude behavior
FB0015433,RID0023319,4.7,,,,
FB0015434,RID0023320,4.1,,Very safe driving,,
FB0015435,RID0023321,4.5,3.8,Good experience overall,,
FB0015436,RID0023323,4.3,3.8,Excellent service,,
FB0015437,RID0023324,4.0,5.0,,,
FB0015438,RID0023326,4.9,,Music was too loud,,rude behavior
FB0015439,RID0023327,4.8,,Good experience overall,,rude behavior
FB0015440,RID0023328,4.0,3.9,Music was too loud,,
FB0015441,RID0023331,4.2,4.4,,,
FB0015442,RID0023332,4.0,,Excellent service,,
FB0015443,RID0023333,4.0,4.0,,,
FB0015444,RID0023334,4.2,5.0,,,
FB0015445,RID0023336,4.3,3.9,,No issues,
FB0015446,RID0023337,3.5,,Driver took a longer route,On time at pickup,
FB0015447,RID0023338,4.5,3.9,,,
FB0015448,RID0023339,4.0,4.8,Driver took a longer route,Good communication,
FB0015449,RID0023341,5.0,4.8,,,clean vehicle
FB0015450,RID0023342,4.1,4.8,A bit late but fine,,
FB0015451,RID0023344,4.3,3.9,"Great ride, very smooth",,
FB0015452,RID0023345,4.4,4.5,Very safe driving,,
FB0015453,RID0023347,4.4,4.7,,,
FB0015454,RID0023348,4.0,4.4,"Great ride, very smooth",,
FB0015455,RID0023349,4.8,4.3,,,late pickup
FB0015456,RID0023350,4.4,4.5,Driver was polite,,
FB0015457,RID0023351,3.9,5.0,Good experience overall,Polite passenger,
FB0015458,RID0023353,3.8,4.7,,,
FB0015459,RID0023354,5.0,,Vehicle was clean,,late pickup
FB0015460,RID0023355,4.9,4.4,Driver was polite,,clean vehicle
FB0015461,RID0023357,4.7,,Vehicle was clean,,
FB0015462,RID0023358,3.9,4.4,,Good communication,
FB0015463,RID0023359,4.6,4.1,,,
FB0015464,RID0023360,4.0,5.0,"Great ride, very smooth",,
FB0015465,RID0023361,4.0,3.9,,,
FB0015466,RID0023362,4.1,5.0,,Polite passenger,
FB0015467,RID0023364,4.8,5.0,,Asked to change route,late pickup
FB0015468,RID0023365,5.0,,,,rude behavior
FB0015469,RID0023366,3.1,4.9,,Polite passenger,
FB0015470,RID0023367,4.6,4.3,,,
FB0015471,RID0023369,4.0,5.0,,Asked to change route,
FB0015472,RID0023370,5.0,3.7,Driver took a longer route,,polite behavior
FB0015473,RID0023371,4.8,,,,polite behavior
FB0015474,RID0023372,4.8,4.9,,,late pickup
FB0015475,RID0023373,5.0,4.4,Vehicle was clean,,polite behavior
FB0015476,RID0023374,4.1,4.6,,,
FB0015477,RID0023375,3.6,,,,
FB0015478,RID0023377,5.0,4.4,Vehicle was clean,,late pickup
FB0015479,RID0023379,4.4,4.8,,,
FB0015480,RID0023380,4.0,4.5,Very safe driving,Asked to change route,
FB0015481,RID0023381,4.2,4.3,Driver was polite,,
FB0015482,RID0023383,4.4,5.0,Very safe driving,,
FB0015483,RID0023384,5.0,4.5,,,rude behavior
FB0015484,RID0023385,4.0,4.9,,,
FB0015485,RID0023388,4.9,,,Polite passenger,good music
FB0015486,RID0023389,5.0,4.5,,Cooperative rider,late pickup
FB0015487,RID0023390,3.3,3.5,,,
FB0015488,RID0023391,4.4,,Good experience overall,,
FB0015489,RID0023392,4.3,,Excellent service,,
FB0015490,RID0023393,4.2,4.6,Driver took a longer route,,
FB0015491,RID0023394,4.7,4.6,Good experience overall,,
FB0015492,RID0023396,5.0,4.1,Driver was polite,,polite behavior
FB0015493,RID0023397,4.8,3.6,Excellent service,No issues,polite behavior
FB0015494,RID0023398,4.5,4.5,A bit late but fine,Good communication,
FB0015495,RID0023399,4.1,,Music was too loud,,
FB0015496,RID0023400,5.0,5.0,Music was too loud,Cooperative rider,polite behavior
FB0015497,RID0023401,4.8,4.5,,,polite behavior
FB0015498,RID0023402,3.8,4.4,,On time at pickup,
FB0015499,RID0023405,3.4,4.9,,,
FB0015500,RID0023406,3.9,4.8,Vehicle was clean,,
FB0015501,RID0023407,3.3,3.6,,,
FB0015502,RID0023409,3.9,4.7,Excellent service,Polite passenger,
FB0015503,RID0023411,5.0,3.6,,,professional
FB0015504,RID0023413,4.7,3.6,,Good communication,
FB0015505,RID0023416,5.0,,Driver took a longer route,,safe driving
FB0015506,RID0023420,4.1,4.5,,,
FB0015507,RID0023422,4.8,4.8,Very safe driving,,safe driving
FB0015508,RID0023423,4.9,3.9,,,late pickup
FB0015509,RID0023424,4.7,4.4,Music was too loud,On time at pickup,
FB0015510,RID0023425,4.5,,,,
FB0015511,RID0023426,4.2,4.6,,,
FB0015512,RID0023427,4.3,4.2,,,
FB0015513,RID0023428,4.6,4.5,Music was too loud,,
FB0015514,RID0023429,4.6,4.7,Music was too loud,,
FB0015515,RID0023430,4.3,4.7,,Asked to change route,
FB0015516,RID0023431,4.4,4.0,,,
FB0015517,RID0023432,3.8,,Good experience overall,Polite passenger,
FB0015518,RID0023433,4.5,4.1,,Cooperative rider,
FB0015519,RID0023434,5.0,4.9,,,clean vehicle
FB0015520,RID0023436,4.5,4.5,,,
FB0015521,RID0023437,4.2,4.8,,Asked to change route,
FB0015522,RID0023438,4.1,4.4,,,
FB0015523,RID0023440,4.2,5.0,,,
FB0015524,RID0023441,4.0,4.7,Excellent service,Cooperative rider,
FB0015525,RID0023442,3.7,4.9,,,
FB0015526,RID0023446,5.0,3.7,Good experience overall,,late pickup
FB0015527,RID0023447,4.0,5.0,,Asked to change route,
FB0015528,RID0023448,4.3,4.6,,,
FB0015529,RID0023450,3.4,5.0,Excellent service,,
FB0015530,RID0023452,4.5,5.0,,On time at pickup,
FB0015531,RID0023453,4.0,4.3,Very safe driving,,
FB0015532,RID0023455,4.3,4.3,,,
FB0015533,RID0023457,4.8,4.8,Vehicle was clean,Asked to change route,good music
FB0015534,RID0023458,4.4,,,No issues,
FB0015535,RID0023461,4.9,5.0,,Good communication,polite behavior
FB0015536,RID0023463,5.0,3.9,,,safe driving
FB0015537,RID0023464,4.6,4.2,,,
FB0015538,RID0023465,5.0,4.2,,,late pickup
FB0015539,RID0023467,4.4,3.9,,,
FB0015540,RID0023469,4.2,4.5,,,
FB0015541,RID0023470,5.0,5.0,,,rude behavior
FB0015542,RID0023471,4.7,4.0,A bit late but fine,Cooperative rider,
FB0015543,RID0023473,5.0,4.7,Vehicle was clean,Asked to change route,late pickup
FB0015544,RID0023478,4.6,4.0,Driver took a longer route,,
FB0015545,RID0023480,4.8,4.2,Very safe driving,Cooperative rider,polite behavior
FB0015546,RID0023481,4.1,,Very safe driving,,
FB0015547,RID0023482,5.0,,,,good music
FB0015548,RID0023485,4.7,,Driver took a longer route,,
FB0015549,RID0023486,5.0,3.9,,Asked to change route,professional
FB0015550,RID0023487,3.4,,"Great ride, very smooth",,
FB0015551,RID0023488,4.2,4.9,,,
FB0015552,RID0023489,5.0,4.6,,,rude behavior
FB0015553,RID0023490,4.7,5.0,"Great ride, very smooth",,
FB0015554,RID0023491,3.9,4.1,Driver took a longer route,Polite passenger,
FB0015555,RID0023492,3.9,,,,
FB0015556,RID0023494,4.7,4.8,Vehicle was clean,,
FB0015557,RID0023495,5.0,5.0,,,long route taken
FB0015558,RID0023498,4.4,,,Asked to change route,
FB0015559,RID0023499,4.1,,,,
FB0015560,RID0023500,3.7,4.5,,,
FB0015561,RID0023503,4.9,4.0,Driver was polite,,good music
FB0015562,RID0023506,4.0,5.0,,Asked to change route,
FB0015563,RID0023508,3.3,,Music was too loud,,
FB0015564,RID0023509,4.9,3.7,A bit late but fine,,polite behavior
FB0015565,RID0023511,3.8,5.0,,No issues,
FB0015566,RID0023512,4.8,4.2,Driver took a longer route,,clean vehicle
FB0015567,RID0023513,2.9,5.0,A bit late but fine,,rude behavior
FB0015568,RID0023515,5.0,4.9,Driver took a longer route,,clean vehicle
FB0015569,RID0023516,5.0,4.1,,,clean vehicle
FB0015570,RID0023517,4.1,3.9,Driver was polite,On time at pickup,
FB0015571,RID0023518,4.2,5.0,,,
FB0015572,RID0023519,4.1,3.7,Vehicle was clean,,
FB0015573,RID0023520,4.0,,,,
FB0015574,RID0023521,3.1,5.0,,,
FB0015575,RID0023522,4.5,3.2,Driver was polite,Asked to change route,
FB0015576,RID0023523,3.8,,,,
FB0015577,RID0023525,4.1,,,Good communication,
FB0015578,RID0023527,4.3,4.1,Excellent service,,
FB0015579,RID0023528,4.3,4.4,Excellent service,,
FB0015580,RID0023529,5.0,4.3,A bit late but fine,,long route taken
FB0015581,RID0023530,4.2,5.0,"Great ride, very smooth",Cooperative rider,
FB0015582,RID0023532,4.8,5.0,,No issues,clean vehicle
FB0015583,RID0023535,3.4,3.8,,,
FB0015584,RID0023536,4.4,4.2,,,
FB0015585,RID0023538,3.6,4.5,,,
FB0015586,RID0023539,4.6,4.1,Good experience overall,,
FB0015587,RID0023540,4.5,5.0,,Cooperative rider,
FB0015588,RID0023542,4.7,4.9,,,
FB0015589,RID0023543,4.2,5.0,Very safe driving,,
FB0015590,RID0023544,4.4,3.9,"Great ride, very smooth",Asked to change route,
FB0015591,RID0023546,4.2,4.1,,,
FB0015592,RID0023548,4.3,,,Polite passenger,
FB0015593,RID0023549,3.8,3.4,Driver was polite,,
FB0015594,RID0023550,5.0,,,,rude behavior
FB0015595,RID0023551,4.6,3.7,A bit late but fine,On time at pickup,
FB0015596,RID0023553,4.8,5.0,Driver was polite,No issues,clean vehicle
FB0015597,RID0023558,4.7,,Vehicle was clean,On time at pickup,
FB0015598,RID0023560,4.3,,,Asked to change route,
FB0015599,RID0023563,4.0,4.9,,Cooperative rider,
FB0015600,RID0023565,3.2,4.0,Vehicle was clean,,
FB0015601,RID0023566,3.4,4.8,Good experience overall,,
FB0015602,RID0023567,4.2,4.0,Driver took a longer route,,
FB0015603,RID0023568,4.6,4.6,Good experience overall,Asked to change route,
FB0015604,RID0023570,2.9,4.6,,,late pickup
FB0015605,RID0023571,5.0,5.0,,,long route taken
FB0015606,RID0023573,5.0,3.8,Good experience overall,,professional
FB0015607,RID0023574,4.3,,,,
FB0015608,RID0023575,5.0,5.0,,,late pickup
FB0015609,RID0023576,4.3,4.9,Excellent service,On time at pickup,
FB0015610,RID0023577,4.8,4.8,,Asked to change route,clean vehicle
FB0015611,RID0023578,4.5,4.3,,,
FB0015612,RID0023579,4.7,5.0,Very safe driving,,
FB0015613,RID0023581,5.0,4.2,Vehicle was clean,Cooperative rider,good music
FB0015614,RID0023582,4.5,3.8,,,
FB0015615,RID0023585,4.3,5.0,Excellent service,,
FB0015616,RID0023586,4.7,4.9,Very safe driving,,
FB0015617,RID0023587,4.9,4.6,,,good music
FB0015618,RID0023588,4.7,4.9,,,
FB0015619,RID0023589,4.6,4.1,,,
FB0015620,RID0023590,3.7,4.9,,,
FB0015621,RID0023593,4.1,4.6,Very safe driving,,
FB0015622,RID0023595,4.2,4.6,Very safe driving,On time at pickup,
FB0015623,RID0023596,3.9,4.4,Vehicle was clean,Good communication,
FB0015624,RID0023597,3.5,4.6,,No issues,
FB0015625,RID0023601,5.0,4.2,,,clean vehicle
FB0015626,RID0023604,5.0,5.0,,,safe driving
FB0015627,RID0023605,4.1,3.5,,,
FB0015628,RID0023607,3.5,4.5,,Polite passenger,
FB0015629,RID0023608,3.8,4.4,Excellent service,Cooperative rider,
FB0015630,RID0023610,3.1,4.5,"Great ride, very smooth",,
FB0015631,RID0023611,4.0,5.0,,,
FB0015632,RID0023612,5.0,,,,polite behavior
FB0015633,RID0023613,4.7,4.5,Driver took a longer route,,
FB0015634,RID0023616,4.3,4.1,A bit late but fine,On time at pickup,
FB0015635,RID0023618,5.0,3.3,,Asked to change route,clean vehicle
FB0015636,RID0023619,4.4,,Excellent service,,
FB0015637,RID0023622,4.9,4.3,Driver took a longer route,,safe driving
FB0015638,RID0023624,5.0,5.0,,,safe driving
FB0015639,RID0023625,4.1,4.2,,,
FB0015640,RID0023627,4.1,5.0,"Great ride, very smooth",,
FB0015641,RID0023629,4.3,4.9,A bit late but fine,,
FB0015642,RID0023630,4.7,4.3,Music was too loud,,
FB0015643,RID0023631,4.4,4.5,,,
FB0015644,RID0023633,4.0,4.0,,,
FB0015645,RID0023634,5.0,5.0,,,good music
FB0015646,RID0023637,4.8,4.3,Driver took a longer route,,long route taken
FB0015647,RID0023638,3.9,4.6,,No issues,
FB0015648,RID0023639,5.0,4.7,Driver was polite,Good communication,late pickup
