coupon_id,ride_id,coupon_code,campaign_name,discount_type,discount_value,discount_amt,valid_from,valid_to
CPN0003707,RID0024674,WEEKEND15,Weekend ride offer,percentage,15,4.82,2024-10-14,2024-11-03
CPN0003708,RID0024678,LOYAL30,Loyalty reward,flat,30,30.0,2026-05-19,2026-06-06
CPN0003709,RID0024681,LOYAL30,Loyalty reward,flat,30,30.0,2024-05-16,2024-06-08
CPN0003710,RID0024682,RAINY10,Monsoon special,percentage,10,17.24,2025-10-29,2025-11-24
CPN0003711,RID0024693,RAINY10,Monsoon special,percentage,10,12.44,2026-07-01,2026-07-25
CPN0003712,RID0024706,WELCOME50,New user welcome offer,flat,50,37.01,2026-05-13,2026-06-15
CPN0003713,RID0024708,FEST100,Festive season offer,flat,100,33.66,2023-12-20,2024-01-11
CPN0003714,RID0024711,FIRST20,First ride discount,percentage,20,4.13,2024-04-04,2024-04-29
CPN0003715,RID0024714,LOYAL30,Loyalty reward,flat,30,30.0,2024-07-07,2024-08-08
CPN0003716,RID0024716,LOYAL30,Loyalty reward,flat,30,30.0,2025-01-19,2025-02-14
CPN0003717,RID0024721,FEST100,Festive season offer,flat,100,69.36,2024-02-09,2024-03-12
CPN0003718,RID0024745,LOYAL30,Loyalty reward,flat,30,30.0,2024-05-11,2024-06-16
CPN0003719,RID0024761,WEEKEND15,Weekend ride offer,percentage,15,26.76,2025-03-02,2025-03-25
CPN0003720,RID0024782,LOYAL30,Loyalty reward,flat,30,30.0,2024-12-27,2025-01-16
CPN0003721,RID0024791,LOYAL30,Loyalty reward,flat,30,30.0,2025-02-12,2025-03-13
CPN0003722,RID0024799,WEEKEND15,Weekend ride offer,percentage,15,10.24,2024-07-16,2024-08-14
CPN0003723,RID0024807,WELCOME50,New user welcome offer,flat,50,19.05,2024-07-04,2024-07-17
CPN0003724,RID0024809,FEST100,Festive season offer,flat,100,33.39,2025-02-10,2025-03-10
CPN0003725,RID0024815,LOYAL30,Loyalty reward,flat,30,30.0,2025-07-27,2025-08-08
CPN0003726,RID0024819,FEST100,Festive season offer,flat,100,17.16,2024-10-14,2024-10-25
CPN0003727,RID0024827,WELCOME50,New user welcome offer,flat,50,50.0,2024-04-25,2024-05-15
CPN0003728,RID0024832,WEEKEND15,Weekend ride offer,percentage,15,13.88,2026-04-26,2026-05-18
CPN0003729,RID0024838,FEST100,Festive season offer,flat,100,20.8,2025-08-25,2025-09-14
CPN0003730,RID0024851,LOYAL30,Loyalty reward,flat,30,30.0,2024-03-22,2024-04-10
CPN0003731,RID0024854,FIRST20,First ride discount,percentage,20,5.08,2024-10-07,2024-10-23
CPN0003732,RID0024860,WELCOME50,New user welcome offer,flat,50,37.91,2023-12-24,2024-01-26
CPN0003733,RID0024861,RAINY10,Monsoon special,percentage,10,7.3,2026-02-14,2026-03-11
CPN0003734,RID0024871,WELCOME50,New user welcome offer,flat,50,23.76,2024-09-10,2024-10-08
CPN0003735,RID0024875,FEST100,Festive season offer,flat,100,47.25,2025-06-08,2025-07-03
CPN0003736,RID0024889,RAINY10,Monsoon special,percentage,10,6.23,2025-02-10,2025-02-27
CPN0003737,RID0024890,FIRST20,First ride discount,percentage,20,4.91,2024-02-20,2024-03-18
CPN0003738,RID0024892,LOYAL30,Loyalty reward,flat,30,27.16,2024-01-11,2024-02-02
CPN0003739,RID0024893,WEEKEND15,Weekend ride offer,percentage,15,15.61,2024-11-14,2024-12-09
CPN0003740,RID0024894,WELCOME50,New user welcome offer,flat,50,50.0,2025-02-27,2025-03-25
CPN0003741,RID0024898,RAINY10,Monsoon special,percentage,10,10.47,2024-12-03,2024-12-31
CPN0003742,RID0024899,FIRST20,First ride discount,percentage,20,25.55,2026-04-19,2026-05-12
CPN0003743,RID0024909,WELCOME50,New user welcome offer,flat,50,35.85,2024-08-05,2024-09-10
CPN0003744,RID0024918,LOYAL30,Loyalty reward,flat,30,30.0,2024-02-05,2024-03-06
CPN0003745,RID0024920,RAINY10,Monsoon special,percentage,10,11.47,2025-11-18,2025-12-17
CPN0003746,RID0024931,LOYAL30,Loyalty reward,flat,30,30.0,2024-02-03,2024-02-15
CPN0003747,RID0024932,LOYAL30,Loyalty reward,flat,30,17.11,2025-04-25,2025-05-24
CPN0003748,RID0024939,FEST100,Festive season offer,flat,100,39.6,2025-02-19,2025-03-17
CPN0003749,RID0024951,FEST100,Festive season offer,flat,100,22.86,2024-06-27,2024-07-24
CPN0003750,RID0024955,WELCOME50,New user welcome offer,flat,50,32.88,2024-12-17,2025-01-20
CPN0003751,RID0024956,FIRST20,First ride discount,percentage,20,42.48,2026-01-29,2026-03-01
CPN0003752,RID0024959,RAINY10,Monsoon special,percentage,10,13.03,2025-04-19,2025-05-17
CPN0003753,RID0024964,RAINY10,Monsoon special,percentage,10,14.71,2025-04-11,2025-05-07
CPN0003754,RID0024973,WELCOME50,New user welcome offer,flat,50,50.0,2024-06-30,2024-07-20
CPN0003755,RID0024978,WELCOME50,New user welcome offer,flat,50,44.93,2025-09-06,2025-09-23
CPN0003756,RID0024979,WEEKEND15,Weekend ride offer,percentage,15,7.74,2026-04-09,2026-05-04
CPN0003757,RID0024987,WELCOME50,New user welcome offer,flat,50,41.65,2026-05-13,2026-06-16
CPN0003758,RID0025006,WELCOME50,New user welcome offer,flat,50,50.0,2026-01-05,2026-01-25
CPN0003759,RID0025008,WELCOME50,New user welcome offer,flat,50,48.9,2024-03-11,2024-04-19
CPN0003760,RID0025025,WELCOME50,New user welcome offer,flat,50,50.0,2025-03-16,2025-04-18
CPN0003761,RID0025028,WEEKEND15,Weekend ride offer,percentage,15,11.75,2024-04-24,2024-05-17
CPN0003762,RID0025029,FIRST20,First ride discount,percentage,20,6.42,2026-05-19,2026-06-18
CPN0003763,RID0025039,WELCOME50,New user welcome offer,flat,50,21.71,2025-12-31,2026-01-25
CPN0003764,RID0025045,RAINY10,Monsoon special,percentage,10,5.85,2026-06-18,2026-07-24
CPN0003765,RID0025067,WELCOME50,New user welcome offer,flat,50,29.22,2024-11-25,2024-12-23
CPN0003766,RID0025069,FIRST20,First ride discount,percentage,20,17.83,2024-02-02,2024-03-02
CPN0003767,RID0025072,WELCOME50,New user welcome offer,flat,50,50.0,2024-01-15,2024-01-29
CPN0003768,RID0025081,FIRST20,First ride discount,percentage,20,36.91,2025-06-03,2025-06-27
CPN0003769,RID0025083,WELCOME50,New user welcome offer,flat,50,11.82,2024-05-11,2024-06-01
CPN0003770,RID0025084,FEST100,Festive season offer,flat,100,50.3,2025-03-06,2025-04-13
CPN0003771,RID0025091,RAINY10,Monsoon special,percentage,10,2.38,2025-03-24,2025-04-12
CPN0003772,RID0025092,LOYAL30,Loyalty reward,flat,30,30.0,2024-07-27,2024-08-16
CPN0003773,RID0025096,FIRST20,First ride discount,percentage,20,15.46,2025-05-14,2025-06-16
CPN0003774,RID0025102,FEST100,Festive season offer,flat,100,16.32,2025-05-20,2025-06-17
CPN0003775,RID0025104,FEST100,Festive season offer,flat,100,100.0,2025-09-21,2025-10-24
CPN0003776,RID0025106,LOYAL30,Loyalty reward,flat,30,30.0,2024-10-22,2024-11-20
CPN0003777,RID0025111,FIRST20,First ride discount,percentage,20,7.63,2024-10-11,2024-11-08
CPN0003778,RID0025113,WEEKEND15,Weekend ride offer,percentage,15,7.99,2024-12-12,2025-01-08
CPN0003779,RID0025117,FIRST20,First ride discount,percentage,20,12.08,2025-08-29,2025-09-18
CPN0003780,RID0025126,WELCOME50,New user welcome offer,flat,50,19.95,2024-03-01,2024-03-24
CPN0003781,RID0025130,LOYAL30,Loyalty reward,flat,30,30.0,2024-10-29,2024-11-16
CPN0003782,RID0025133,LOYAL30,Loyalty reward,flat,30,19.54,2024-07-09,2024-07-31
CPN0003783,RID0025140,FIRST20,First ride discount,percentage,20,27.93,2025-05-24,2025-06-18
CPN0003784,RID0025146,FEST100,Festive season offer,flat,100,32.82,2024-08-26,2024-09-27
CPN0003785,RID0025160,LOYAL30,Loyalty reward,flat,30,27.32,2026-07-02,2026-07-18
CPN0003786,RID0025172,WEEKEND15,Weekend ride offer,percentage,15,23.24,2025-02-21,2025-03-10
CPN0003787,RID0025175,RAINY10,Monsoon special,percentage,10,7.27,2024-04-19,2024-05-09
CPN0003788,RID0025179,FIRST20,First ride discount,percentage,20,12.41,2026-04-11,2026-05-05
CPN0003789,RID0025180,WELCOME50,New user welcome offer,flat,50,40.92,2025-11-05,2025-12-06
CPN0003790,RID0025188,WEEKEND15,Weekend ride offer,percentage,15,28.38,2025-06-11,2025-07-05
CPN0003791,RID0025190,RAINY10,Monsoon special,percentage,10,5.38,2025-08-15,2025-09-07
CPN0003792,RID0025192,RAINY10,Monsoon special,percentage,10,6.37,2024-07-10,2024-08-10
CPN0003793,RID0025199,FEST100,Festive season offer,flat,100,33.72,2026-03-06,2026-03-29
CPN0003794,RID0025204,LOYAL30,Loyalty reward,flat,30,30.0,2024-04-19,2024-05-14
CPN0003795,RID0025214,FEST100,Festive season offer,flat,100,30.45,2025-09-24,2025-10-22
CPN0003796,RID0025227,WELCOME50,New user welcome offer,flat,50,50.0,2025-03-19,2025-04-13
CPN0003797,RID0025233,RAINY10,Monsoon special,percentage,10,6.71,2025-10-08,2025-11-01
CPN0003798,RID0025234,WELCOME50,New user welcome offer,flat,50,22.26,2026-05-17,2026-06-01
CPN0003799,RID0025245,WELCOME50,New user welcome offer,flat,50,39.47,2024-03-02,2024-03-23
CPN0003800,RID0025248,WEEKEND15,Weekend ride offer,percentage,15,6.87,2026-04-19,2026-05-23
CPN0003801,RID0025251,WELCOME50,New user welcome offer,flat,50,33.98,2025-02-22,2025-03-17
CPN0003802,RID0025254,WEEKEND15,Weekend ride offer,percentage,15,16.51,2025-12-25,2026-01-09
CPN0003803,RID0025261,RAINY10,Monsoon special,percentage,10,3.96,2024-02-01,2024-02-26
CPN0003804,RID0025267,RAINY10,Monsoon special,percentage,10,3.83,2026-02-06,2026-03-04
CPN0003805,RID0025282,FEST100,Festive season offer,flat,100,56.45,2024-03-29,2024-04-26
CPN0003806,RID0025283,FIRST20,First ride discount,percentage,20,28.84,2025-09-21,2025-10-10
CPN0003807,RID0025284,WEEKEND15,Weekend ride offer,percentage,15,43.36,2024-01-09,2024-02-18
CPN0003808,RID0025291,WEEKEND15,Weekend ride offer,percentage,15,43.4,2025-02-11,2025-03-07
CPN0003809,RID0025292,WEEKEND15,Weekend ride offer,percentage,15,21.58,2025-04-27,2025-05-25
CPN0003810,RID0025295,WELCOME50,New user welcome offer,flat,50,38.82,2025-03-06,2025-03-20
CPN0003811,RID0025297,WELCOME50,New user welcome offer,flat,50,20.13,2024-10-02,2024-10-27
CPN0003812,RID0025300,FIRST20,First ride discount,percentage,20,18.12,2024-06-07,2024-07-07
CPN0003813,RID0025310,WEEKEND15,Weekend ride offer,percentage,15,33.46,2024-04-10,2024-05-12
CPN0003814,RID0025312,FIRST20,First ride discount,percentage,20,4.79,2025-10-09,2025-11-10
CPN0003815,RID0025320,WELCOME50,New user welcome offer,flat,50,36.02,2026-06-15,2026-07-11
CPN0003816,RID0025321,WELCOME50,New user welcome offer,flat,50,26.28,2026-02-04,2026-03-04
CPN0003817,RID0025333,FIRST20,First ride discount,percentage,20,11.33,2024-09-30,2024-10-21
CPN0003818,RID0025338,FEST100,Festive season offer,flat,100,57.99,2025-05-27,2025-06-23
CPN0003819,RID0025342,WELCOME50,New user welcome offer,flat,50,43.63,2024-04-01,2024-04-23
CPN0003820,RID0025346,FEST100,Festive season offer,flat,100,19.92,2024-03-25,2024-04-27
CPN0003821,RID0025359,WEEKEND15,Weekend ride offer,percentage,15,9.61,2024-02-10,2024-03-05
CPN0003822,RID0025360,WEEKEND15,Weekend ride offer,percentage,15,8.38,2026-06-10,2026-07-11
CPN0003823,RID0025366,LOYAL30,Loyalty reward,flat,30,30.0,2026-06-05,2026-07-08
CPN0003824,RID0025371,WEEKEND15,Weekend ride offer,percentage,15,18.18,2024-07-20,2024-08-04
CPN0003825,RID0025384,LOYAL30,Loyalty reward,flat,30,30.0,2026-03-27,2026-04-22
CPN0003826,RID0025389,LOYAL30,Loyalty reward,flat,30,30.0,2025-01-07,2025-01-27
CPN0003827,RID0025392,WEEKEND15,Weekend ride offer,percentage,15,16.85,2025-07-23,2025-08-07
CPN0003828,RID0025409,FEST100,Festive season offer,flat,100,100.0,2024-03-26,2024-04-26
CPN0003829,RID0025419,FEST100,Festive season offer,flat,100,52.02,2024-08-08,2024-09-11
CPN0003830,RID0025420,FIRST20,First ride discount,percentage,20,15.0,2024-04-28,2024-05-31
CPN0003831,RID0025421,WELCOME50,New user welcome offer,flat,50,50.0,2025-08-19,2025-09-15
CPN0003832,RID0025423,FEST100,Festive season offer,flat,100,50.67,2025-06-15,2025-07-24
CPN0003833,RID0025424,LOYAL30,Loyalty reward,flat,30,30.0,2024-03-24,2024-04-14
CPN0003834,RID0025434,FEST100,Festive season offer,flat,100,35.41,2024-07-28,2024-09-01
CPN0003835,RID0025437,FEST100,Festive season offer,flat,100,49.55,2026-05-02,2026-05-26
CPN0003836,RID0025442,FEST100,Festive season offer,flat,100,13.47,2026-06-21,2026-07-06
CPN0003837,RID0025450,FEST100,Festive season offer,flat,100,41.45,2025-07-08,2025-08-01
CPN0003838,RID0025451,RAINY10,Monsoon special,percentage,10,25.83,2025-09-14,2025-10-16
CPN0003839,RID0025454,WEEKEND15,Weekend ride offer,percentage,15,8.91,2025-02-20,2025-03-22
CPN0003840,RID0025464,WELCOME50,New user welcome offer,flat,50,50.0,2024-01-18,2024-02-16
CPN0003841,RID0025473,FIRST20,First ride discount,percentage,20,11.5,2024-07-19,2024-08-19
CPN0003842,RID0025478,WEEKEND15,Weekend ride offer,percentage,15,23.33,2024-02-03,2024-02-25
CPN0003843,RID0025482,FEST100,Festive season offer,flat,100,20.76,2026-04-07,2026-04-30
CPN0003844,RID0025491,FIRST20,First ride discount,percentage,20,20.05,2026-02-18,2026-03-06
CPN0003845,RID0025497,WELCOME50,New user welcome offer,flat,50,40.44,2024-09-27,2024-10-21
CPN0003846,RID0025501,WEEKEND15,Weekend ride offer,percentage,15,15.92,2024-10-07,2024-11-06
CPN0003847,RID0025515,RAINY10,Monsoon special,percentage,10,8.5,2024-06-27,2024-07-15
CPN0003848,RID0025522,RAINY10,Monsoon special,percentage,10,10.16,2025-08-13,2025-08-31
CPN0003849,RID0025548,WEEKEND15,Weekend ride offer,percentage,15,54.7,2026-03-26,2026-04-10
CPN0003850,RID0025560,FIRST20,First ride discount,percentage,20,3.96,2025-01-13,2025-02-20
CPN0003851,RID0025562,RAINY10,Monsoon special,percentage,10,8.96,2025-08-31,2025-09-30
CPN0003852,RID0025564,FIRST20,First ride discount,percentage,20,18.89,2025-08-04,2025-08-28
CPN0003853,RID0025583,LOYAL30,Loyalty reward,flat,30,30.0,2025-09-21,2025-10-10
CPN0003854,RID0025584,WEEKEND15,Weekend ride offer,percentage,15,9.34,2025-07-22,2025-08-23
CPN0003855,RID0025596,LOYAL30,Loyalty reward,flat,30,30.0,2025-08-23,2025-09-16
CPN0003856,RID0025598,WELCOME50,New user welcome offer,flat,50,50.0,2025-10-25,2025-11-19
CPN0003857,RID0025603,FIRST20,First ride discount,percentage,20,36.43,2026-04-02,2026-05-06
CPN0003858,RID0025604,RAINY10,Monsoon special,percentage,10,21.99,2024-07-29,2024-08-10
CPN0003859,RID0025623,LOYAL30,Loyalty reward,flat,30,30.0,2026-04-23,2026-05-28
CPN0003860,RID0025625,WEEKEND15,Weekend ride offer,percentage,15,8.59,2025-08-03,2025-08-19
CPN0003861,RID0025627,LOYAL30,Loyalty reward,flat,30,30.0,2024-11-23,2024-12-15
CPN0003862,RID0025630,RAINY10,Monsoon special,percentage,10,9.89,2025-12-21,2026-01-08
CPN0003863,RID0025672,FIRST20,First ride discount,percentage,20,13.48,2025-02-07,2025-02-22
CPN0003864,RID0025673,WEEKEND15,Weekend ride offer,percentage,15,4.51,2025-05-02,2025-05-28
CPN0003865,RID0025694,FIRST20,First ride discount,percentage,20,23.4,2026-02-21,2026-03-19
CPN0003866,RID0025709,WEEKEND15,Weekend ride offer,percentage,15,9.42,2025-08-27,2025-09-19
CPN0003867,RID0025715,WELCOME50,New user welcome offer,flat,50,21.18,2024-09-24,2024-10-12
CPN0003868,RID0025717,FEST100,Festive season offer,flat,100,30.87,2024-08-12,2024-09-05
CPN0003869,RID0025718,RAINY10,Monsoon special,percentage,10,11.63,2025-02-18,2025-03-04
CPN0003870,RID0025720,LOYAL30,Loyalty reward,flat,30,26.07,2025-03-29,2025-04-17
CPN0003871,RID0025725,RAINY10,Monsoon special,percentage,10,4.24,2023-12-29,2024-01-31
CPN0003872,RID0025730,WEEKEND15,Weekend ride offer,percentage,15,27.32,2025-03-11,2025-04-08
CPN0003873,RID0025745,WEEKEND15,Weekend ride offer,percentage,15,8.25,2026-04-26,2026-05-28
CPN0003874,RID0025759,RAINY10,Monsoon special,percentage,10,4.02,2024-11-16,2024-12-20
CPN0003875,RID0025762,RAINY10,Monsoon special,percentage,10,5.51,2024-03-09,2024-03-31
CPN0003876,RID0025768,WEEKEND15,Weekend ride offer,percentage,15,12.77,2026-04-15,2026-05-15
CPN0003877,RID0025770,WEEKEND15,Weekend ride offer,percentage,15,12.98,2025-05-29,2025-06-24
CPN0003878,RID0025781,FEST100,Festive season offer,flat,100,62.04,2024-07-19,2024-08-01
CPN0003879,RID0025782,FEST100,Festive season offer,flat,100,17.16,2024-10-23,2024-11-04
CPN0003880,RID0025788,WELCOME50,New user welcome offer,flat,50,50.0,2025-12-07,2026-01-09
CPN0003881,RID0025789,WEEKEND15,Weekend ride offer,percentage,15,20.14,2025-05-01,2025-05-28
CPN0003882,RID0025793,WELCOME50,New user welcome offer,flat,50,43.98,2026-04-17,2026-05-11
CPN0003883,RID0025795,FIRST20,First ride discount,percentage,20,8.46,2025-03-03,2025-03-24
CPN0003884,RID0025801,LOYAL30,Loyalty reward,flat,30,30.0,2024-03-13,2024-04-02
CPN0003885,RID0025802,RAINY10,Monsoon special,percentage,10,9.6,2025-04-02,2025-04-26
CPN0003886,RID0025811,FIRST20,First ride discount,percentage,20,12.59,2026-04-25,2026-05-22
CPN0003887,RID0025818,WELCOME50,New user welcome offer,flat,50,39.78,2026-03-04,2026-03-17
CPN0003888,RID0025823,RAINY10,Monsoon special,percentage,10,4.9,2026-03-06,2026-04-02
CPN0003889,RID0025827,FIRST20,First ride discount,percentage,20,29.46,2024-03-07,2024-03-27
CPN0003890,RID0025831,RAINY10,Monsoon special,percentage,10,2.84,2024-08-30,2024-10-01
CPN0003891,RID0025836,FEST100,Festive season offer,flat,100,63.22,2025-06-19,2025-07-04
CPN0003892,RID0025837,RAINY10,Monsoon special,percentage,10,12.48,2025-07-27,2025-09-05
CPN0003893,RID0025844,RAINY10,Monsoon special,percentage,10,2.6,2026-06-19,2026-07-14
CPN0003894,RID0025855,WELCOME50,New user welcome offer,flat,50,38.45,2025-08-30,2025-09-11
CPN0003895,RID0025863,FEST100,Festive season offer,flat,100,31.29,2024-02-01,2024-02-26
CPN0003896,RID0025864,FIRST20,First ride discount,percentage,20,18.0,2024-03-15,2024-04-10
CPN0003897,RID0025873,WEEKEND15,Weekend ride offer,percentage,15,7.97,2026-01-31,2026-02-18
CPN0003898,RID0025879,RAINY10,Monsoon special,percentage,10,34.53,2024-11-13,2024-12-18
CPN0003899,RID0025880,RAINY10,Monsoon special,percentage,10,14.02,2024-05-05,2024-05-28
CPN0003900,RID0025888,FIRST20,First ride discount,percentage,20,21.77,2024-08-08,2024-09-05
CPN0003901,RID0025891,WELCOME50,New user welcome offer,flat,50,22.26,2025-07-03,2025-07-16
CPN0003902,RID0025904,FIRST20,First ride discount,percentage,20,25.16,2025-02-04,2025-02-14
CPN0003903,RID0025911,RAINY10,Monsoon special,percentage,10,3.17,2025-02-27,2025-03-19
CPN0003904,RID0025916,WELCOME50,New user welcome offer,flat,50,50.0,2025-05-28,2025-06-21
CPN0003905,RID0025919,FEST100,Festive season offer,flat,100,36.51,2025-09-06,2025-10-10
CPN0003906,RID0025927,RAINY10,Monsoon special,percentage,10,8.07,2025-09-23,2025-10-09
CPN0003907,RID0025928,WELCOME50,New user welcome offer,flat,50,50.0,2026-05-19,2026-06-15
CPN0003908,RID0025931,RAINY10,Monsoon special,percentage,10,3.16,2024-12-14,2025-01-04
CPN0003909,RID0025933,WELCOME50,New user welcome offer,flat,50,21.6,2025-03-13,2025-03-28
CPN0003910,RID0025938,FIRST20,First ride discount,percentage,20,21.92,2024-09-05,2024-09-30
CPN0003911,RID0025940,RAINY10,Monsoon special,percentage,10,15.66,2024-02-09,2024-03-02
CPN0003912,RID0025943,RAINY10,Monsoon special,percentage,10,5.03,2024-01-05,2024-02-03
CPN0003913,RID0025951,FEST100,Festive season offer,flat,100,25.61,2025-10-11,2025-11-05
CPN0003914,RID0025965,LOYAL30,Loyalty reward,flat,30,19.86,2024-02-25,2024-03-25
CPN0003915,RID0025983,FEST100,Festive season offer,flat,100,66.3,2024-07-27,2024-08-15
CPN0003916,RID0025987,FEST100,Festive season offer,flat,100,24.13,2025-07-03,2025-07-28
CPN0003917,RID0025989,LOYAL30,Loyalty reward,flat,30,30.0,2024-11-23,2024-12-22
CPN0003918,RID0025992,FEST100,Festive season offer,flat,100,40.38,2024-11-19,2024-12-11
CPN0003919,RID0025997,FEST100,Festive season offer,flat,100,54.3,2024-05-13,2024-06-09
CPN0003920,RID0025998,RAINY10,Monsoon special,percentage,10,12.4,2025-12-20,2026-01-06
CPN0003921,RID0026007,LOYAL30,Loyalty reward,flat,30,9.9,2026-02-25,2026-03-25
CPN0003922,RID0026009,RAINY10,Monsoon special,percentage,10,6.35,2026-04-03,2026-05-06
CPN0003923,RID0026013,FIRST20,First ride discount,percentage,20,60.13,2024-10-08,2024-10-25
CPN0003924,RID0026014,LOYAL30,Loyalty reward,flat,30,30.0,2025-08-11,2025-09-14
CPN0003925,RID0026016,WELCOME50,New user welcome offer,flat,50,50.0,2025-02-16,2025-02-28
CPN0003926,RID0026020,WEEKEND15,Weekend ride offer,percentage,15,15.83,2025-02-20,2025-03-20
CPN0003927,RID0026024,FIRST20,First ride discount,percentage,20,16.96,2025-10-09,2025-10-26
CPN0003928,RID0026028,FIRST20,First ride discount,percentage,20,35.35,2024-10-14,2024-11-05
CPN0003929,RID0026035,LOYAL30,Loyalty reward,flat,30,29.48,2025-04-23,2025-05-21
CPN0003930,RID0026036,FIRST20,First ride discount,percentage,20,9.71,2025-03-28,2025-04-20
CPN0003931,RID0026054,WEEKEND15,Weekend ride offer,percentage,15,6.39,2024-08-29,2024-09-23
CPN0003932,RID0026059,FIRST20,First ride discount,percentage,20,29.1,2025-07-28,2025-08-28
CPN0003933,RID0026066,FIRST20,First ride discount,percentage,20,19.24,2026-03-17,2026-03-30
CPN0003934,RID0026069,FEST100,Festive season offer,flat,100,34.98,2026-03-14,2026-03-31
CPN0003935,RID0026083,FEST100,Festive season offer,flat,100,69.36,2024-01-29,2024-02-17
CPN0003936,RID0026090,WEEKEND15,Weekend ride offer,percentage,15,12.37,2024-10-15,2024-11-08
CPN0003937,RID0026100,WEEKEND15,Weekend ride offer,percentage,15,5.49,2024-01-22,2024-02-15
CPN0003938,RID0026104,RAINY10,Monsoon special,percentage,10,11.36,2024-09-02,2024-09-24
CPN0003939,RID0026121,LOYAL30,Loyalty reward,flat,30,28.54,2024-04-23,2024-05-20
CPN0003940,RID0026124,FIRST20,First ride discount,percentage,20,25.32,2026-01-09,2026-02-01
CPN0003941,RID0026126,FIRST20,First ride discount,percentage,20,23.05,2026-01-03,2026-01-21
CPN0003942,RID0026128,LOYAL30,Loyalty reward,flat,30,30.0,2026-01-25,2026-02-28
CPN0003943,RID0026134,WELCOME50,New user welcome offer,flat,50,28.54,2025-08-26,2025-09-21
CPN0003944,RID0026141,WEEKEND15,Weekend ride offer,percentage,15,7.48,2024-09-27,2024-10-21
CPN0003945,RID0026143,LOYAL30,Loyalty reward,flat,30,23.85,2025-07-05,2025-07-28
CPN0003946,RID0026146,LOYAL30,Loyalty reward,flat,30,15.72,2025-10-05,2025-10-20
CPN0003947,RID0026147,LOYAL30,Loyalty reward,flat,30,30.0,2025-03-18,2025-04-15
CPN0003948,RID0026170,FIRST20,First ride discount,percentage,20,11.38,2023-12-31,2024-01-15
CPN0003949,RID0026171,WEEKEND15,Weekend ride offer,percentage,15,10.94,2026-05-24,2026-06-20
CPN0003950,RID0026174,RAINY10,Monsoon special,percentage,10,13.49,2025-11-26,2025-12-27
CPN0003951,RID0026177,RAINY10,Monsoon special,percentage,10,17.28,2024-12-17,2025-01-22
CPN0003952,RID0026178,WELCOME50,New user welcome offer,flat,50,50.0,2026-04-22,2026-05-10
CPN0003953,RID0026187,WEEKEND15,Weekend ride offer,percentage,15,10.15,2026-04-01,2026-05-08
CPN0003954,RID0026195,FEST100,Festive season offer,flat,100,58.86,2026-02-15,2026-03-16
CPN0003955,RID0026197,RAINY10,Monsoon special,percentage,10,28.12,2025-12-24,2026-01-24
CPN0003956,RID0026198,WEEKEND15,Weekend ride offer,percentage,15,20.68,2024-07-22,2024-08-16
CPN0003957,RID0026200,LOYAL30,Loyalty reward,flat,30,30.0,2024-02-10,2024-03-04
CPN0003958,RID0026201,FIRST20,First ride discount,percentage,20,10.9,2024-04-01,2024-04-26
CPN0003959,RID0026203,FEST100,Festive season offer,flat,100,68.04,2024-06-18,2024-07-15
CPN0003960,RID0026208,FEST100,Festive season offer,flat,100,100.0,2024-11-25,2024-12-17
CPN0003961,RID0026221,FEST100,Festive season offer,flat,100,31.21,2024-05-10,2024-06-05
CPN0003962,RID0026227,RAINY10,Monsoon special,percentage,10,11.68,2026-05-12,2026-05-31
CPN0003963,RID0026247,FIRST20,First ride discount,percentage,20,11.88,2026-01-29,2026-02-24
CPN0003964,RID0026253,RAINY10,Monsoon special,percentage,10,11.1,2026-07-08,2026-08-03
CPN0003965,RID0026255,LOYAL30,Loyalty reward,flat,30,30.0,2024-06-10,2024-07-05
CPN0003966,RID0026258,FIRST20,First ride discount,percentage,20,18.05,2024-12-10,2025-01-04
CPN0003967,RID0026273,FIRST20,First ride discount,percentage,20,16.7,2024-09-12,2024-10-13
CPN0003968,RID0026275,RAINY10,Monsoon special,percentage,10,14.53,2025-06-06,2025-07-04
CPN0003969,RID0026277,WELCOME50,New user welcome offer,flat,50,50.0,2024-01-20,2024-02-12
CPN0003970,RID0026285,WEEKEND15,Weekend ride offer,percentage,15,19.75,2024-07-13,2024-08-17
CPN0003971,RID0026293,LOYAL30,Loyalty reward,flat,30,28.2,2025-10-13,2025-11-09
CPN0003972,RID0026294,WELCOME50,New user welcome offer,flat,50,50.0,2026-02-24,2026-03-09
CPN0003973,RID0026299,RAINY10,Monsoon special,percentage,10,2.51,2024-03-01,2024-04-02
CPN0003974,RID0026304,WELCOME50,New user welcome offer,flat,50,21.36,2026-06-23,2026-07-08
CPN0003975,RID0026311,FEST100,Festive season offer,flat,100,78.62,2025-06-15,2025-07-10
CPN0003976,RID0026314,FIRST20,First ride discount,percentage,20,5.32,2025-08-28,2025-09-20
CPN0003977,RID0026321,LOYAL30,Loyalty reward,flat,30,30.0,2024-07-26,2024-08-11
CPN0003978,RID0026325,FEST100,Festive season offer,flat,100,33.85,2024-06-10,2024-07-03
CPN0003979,RID0026347,WEEKEND15,Weekend ride offer,percentage,15,16.36,2026-01-11,2026-02-02
CPN0003980,RID0026349,FIRST20,First ride discount,percentage,20,8.33,2026-01-11,2026-02-13
CPN0003981,RID0026355,WELCOME50,New user welcome offer,flat,50,50.0,2025-02-22,2025-03-10
CPN0003982,RID0026357,WELCOME50,New user welcome offer,flat,50,24.51,2025-10-18,2025-11-23
